ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
051306,GLENN MEDICAL CENTER,CA,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://gmcmed.org/cms-hpt.txt,200,2026-09-09T10:07:04.386Z,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbGMCWILLOWSCA&type=CDMWithoutLabel&fileType=CSV,200,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbGMCWILLOWSCA&type=CDMWithoutLabel&fileType=CSV,corroborated,exact-pointer-name-and-file-address,American Advanced - Glenn Medical Center,American Advanced - Glenn Medical Center,CA,2025-10-04,2.0.0,date-within-365-days-older-version,2026-09-09T10:07:12.351Z,06554a39341dd96462cd4c2403383d7c21760781363f3c6445a858d0b4e4162f,9361471aa6fa72895352b3e41efc3c9aa81469b20604abd73c9cd45ab110d854,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
051324,NORTHERN INYO HOSPITAL,CA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.nih.org/cms-hpt.txt,206,2026-09-09T10:07:03.914Z,,https://www.nih.org/documents/956005449_northern-inyo-hospital_standardcharges.csv,206,https://www.nih.org/documents/956005449_northern-inyo-hospital_standardcharges.csv,corroborated,file-name-and-address,Northern Inyo Hospital,Northern Inyo Hospital,CA,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:07:04.224Z,2a9cfbcf3da79575f6909198398163650d0545181a27dfdeeec89507b51c116e,6b9eb1b5ae6ec49ed9743150e834a261f2bf68b9473062392432ada3713f3504,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T01:47:45.589Z).
051335,BEAR VALLEY COMMUNITY HOSPITAL,CA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://bvchd.com/cms-hpt.txt,200,2026-09-09T10:07:03.601Z,,https://bvchd.com/wp-content/uploads/2024/09/330294751_BEAR-VALLEY-COMMUNITY-HOSPITAL_standardcharges.csv,206,https://bvchd.com/wp-content/uploads/2024/09/330294751_BEAR-VALLEY-COMMUNITY-HOSPITAL_standardcharges.csv,corroborated,file-name-and-address,Bear Valley Healthcare District,Bear Valley Community Hospital,CA,2024-08-29,2.0.0,date-over-365-days,2026-09-09T10:07:04.071Z,113ff7dd3b2b091a0f4261e00397342c55f59e94b38672524b5b10dcd190194e,e37ec51afece53c7218bcf9141b0530335ba3622a2aaf52df5aa3dd79c6b6977,,Same declared date 2024-08-29 observed again after the earlier check (2026-09-09T01:47:44.821Z).
053302,CHILDREN'S HOSP OF LOS ANGELES,CA,file-access-review,unresolved,,Browser download attempt on the recorded file URL; a failed automated request is not evidence the file is absent,https://www.chla.org/cms-hpt.txt,206,2026-09-09T10:07:04.417Z,,,,,,,,,,,,,,e6ca610db4a29e1b8d9602af270e3981300f98fe0dedb3ac45eaac881f67cba2,,,
054028,GATEWAYS HOSP  MENTAL HEALTH CTR,CA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://gatewayshospital.org/cms-hpt.txt,200,2026-09-09T10:07:03.922Z,,https://www.gatewayshospital.org/price-transparency/95-1691011_gateways-hospital-and-mental-health-center_standardcharges.csv,206,https://www.gatewayshospital.org/price-transparency/95-1691011_gateways-hospital-and-mental-health-center_standardcharges.csv,corroborated,file-name-and-address,Gateways Hospital and Mental Health Center,Gateways Hospital and Mental Health Center\|Gateways Hospital and Mental Health Center,CA,2025-08-06,3.0.0,date-over-365-days,2026-09-09T10:07:04.166Z,160c2106c82c11312467ff8c4cfbf90a7a4e6fc5238ac61ce46ada30992a37f2,70c0d62d8269d1653b2e31b0cedf81b439b5ec8c6ef8a379be00bd3c27592b3e,,Same declared date 2025-08-06 observed again after the earlier check (2026-09-09T01:47:45.521Z).
054078,AURORA LAS ENCINAS,CA,file-access-review,unresolved,,Complete-file read beyond the capped header to recover identity or metadata fields,https://www.vistadelmarhospital.com/cms-hpt.txt,403,2026-09-09T10:07:04.146Z,,,,,,,,,,,,,,,,,
054158,"ALISO RIDGE BEHAVIORAL HEALTH, LLC",CA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.ocspecialtyhealth.com/cms-hpt.txt,200,2026-09-09T10:07:04.197Z,,https://www.ocspecialtyhealth.com/wp-content/uploads/2025/03/811504286_aliso-ridge-behavioral-health-llc_standardcharges.csv,206,https://www.ocspecialtyhealth.com/wp-content/uploads/2025/03/811504286_aliso-ridge-behavioral-health-llc_standardcharges.csv,corroborated,file-name-and-address,"Aliso Ridge Behavioral Health, LLC",Aliso Ridge Behavioral Health,CA,2025-03-21,2.0.0,date-over-365-days,2026-09-09T10:07:04.349Z,026c3bbe410121d6b0ffa77fe6c4eff9092c46e70f7748c7c60ec4790f904683,018294897b7bc0c023af821f60b9b6c6b11aa9ed080836985b55627a3f2579c5,,Same declared date 2025-03-21 observed again after the earlier check (2026-09-09T01:47:43.539Z).
060020,"PARKVIEW MEDICAL CENTER, INC",CO,file-access-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://www.uchealth.org/cms-hpt.txt,200,2026-09-09T12:39:29.159Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8085/473393862_uchealth-broomfield-hospital_standardcharges.csv,206,https://sthpiprd.blob.core.windows.net/machine-readable-files/8085/473393862_uchealth-broomfield-hospital_standardcharges.csv,other-facility,,UCHealth Broomfield Hospital,UCHealth Broomfield Hospital,CO,2025-11-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:44:16.871Z,2659c14ffc301c5d4301620caebaf1690047f054a95b8c270e7902557b253465,42303f2986b695002d4d1b93a604c3f94f168ae54d84a39a4be14f14acd09add,,
060022,UCH-MEMORIAL HEALTH SYSTEM,CO,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.uchealth.org/cms-hpt.txt,200,2026-09-09T12:39:29.159Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8076/460796114-1144397134_uchmhs_standardcharges.csv,206,https://sthpiprd.blob.core.windows.net/machine-readable-files/8076/460796114-1144397134_uchmhs_standardcharges.csv,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,UCHMHS,UCHealth Memorial Hospital Central,CO,2025-11-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:05.001Z,2659c14ffc301c5d4301620caebaf1690047f054a95b8c270e7902557b253465,cb21e0698559231189a036d58718447d97add356d8e81c15d3c790a53391f83d,renamed-facility-pointer-label-and-roster-address,
060030,BANNER NORTH CO MEDICAL CENTER - LOVELAND CAMPUS,CO,pointer-or-domain-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.bannerhealth.com/cms-hpt.txt,206,2026-09-09T10:06:55.794Z,,https://images.pricetransparency.healthcare/public-mrfs/banner/841287638_banner-north-colorado-medical-center--loveland-campus_standardcharges.csv,206,https://images.pricetransparency.healthcare/public-mrfs/banner/841287638_banner-north-colorado-medical-center--loveland-campus_standardcharges.csv,mrf-header-name-without-location,,Banner North Colorado Medical Center - Loveland Campus,Banner North Colorado Medical Center - Loveland Campus|Banner North Colorado Medical Center - Loveland Campus,CO,2026-03-02,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:04.884Z,8c055297b0d82603af0d40cb85d5fce1c2c019f2c354e4f527d020dc932a231f,87b55d13972acd8c841867ee9d32829e564f1b7a459b3277cffca8771a9abd80,,
060076,STERLING REGIONAL MEDCENTER,CO,pointer-or-domain-review,correction-verified,,Applied to the local reviewed ledger,https://www.bannerhealth.com/cms-hpt.txt,206,2026-09-09T10:06:55.794Z,https://images.pricetransparency.healthcare/public-mrfs/banner/840826331_sterling-regional-medical-center_standardcharges.csv,https://images.pricetransparency.healthcare/public-mrfs/banner/840826331_sterling-regional-medical-center_standardcharges.csv,206,https://images.pricetransparency.healthcare/public-mrfs/banner/840826331_sterling-regional-medical-center_standardcharges.csv,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Sterling Regional Medical Center,Sterling Regional Medical Center,CO,2026-03-02,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:05.674Z,8c055297b0d82603af0d40cb85d5fce1c2c019f2c354e4f527d020dc932a231f,3785e3c87477f9beb89952cdd2d92ebfa71e1837ef9dfd060c7b4ccf68797515,renamed-facility-pointer-label-and-roster-address,Correction verified and already recorded in the reviewed ledger.
061303,EAST MORGAN COUNTY HOSPITAL,CO,pointer-or-domain-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.bannerhealth.com/cms-hpt.txt,206,2026-09-09T10:06:55.794Z,,https://images.pricetransparency.healthcare/public-mrfs/banner/840826336_east-morgan-county-hospital_standardcharges.csv,206,https://images.pricetransparency.healthcare/public-mrfs/banner/840826336_east-morgan-county-hospital_standardcharges.csv,mrf-header-name-without-location,,East Morgan County Hospital,East Morgan County Hospital,CO,2026-02-12,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:06.124Z,8c055297b0d82603af0d40cb85d5fce1c2c019f2c354e4f527d020dc932a231f,35819adb2ac0413a7b54c4f852923232ae99c698823bcd68aaad0b8c31680b3f,,
061306,LINCOLN HEALTH HOSPITAL,CO,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://hugohospital.com/cms-hpt.txt,"curl: (28) Connection timed out after 8013 milliseconds
",2026-09-09T11:41:02.467Z,,,,,,,,,,,,,,,,,
061308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,CO,identity-or-format-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://www.sanluisvalleyhealth.org/cms-hpt.txt,206,2026-09-09T10:07:04.780Z,,https://sanluis.pt.panaceainc.com/MRFDownload/sanluis/slvhealth,200,https://mrf.panaceainc.com/Download.aspx?org=sanluis&loc=slvhealth&ref=,other-facility,,San Luis Valley Health,San Luis RMC,CO,2026-03-26,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:05.331Z,84afdcd0fa54063cbe8f43c3661d4170108493f3351d06745962c6c1643bab33,734e0f86b772087341cdf6a348b7ed80d12d39716c4bbef249d1c64db4c2ba96,,
061309,WRAY COMMUNITY DISTRICT HOSPITAL,CO,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://wrayhospital.org/cms-hpt.txt,404,2026-09-09T11:40:54.730Z,,,,,,,,,,,,,,,,,
061312,ESTES PARK MEDICAL CENTER,CO,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://www.uchealth.org/cms-hpt.txt,200,2026-09-09T10:07:04.749Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8187/393395823_uchealth-estes-valley-medical-center_standardcharges.csv,206,https://sthpiprd.blob.core.windows.net/machine-readable-files/8187/393395823_uchealth-estes-valley-medical-center_standardcharges.csv,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,UCHealth Estes Valley Medical Center,UCHealth Estes Valley Medical Center|UCHealth Estes Valley Medical Center|UCHealth Estes Valley Medical Center|UCHealth Estes Valley Medical Center |UCHealth Estes Valley Medical Center,CO,2025-11-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:45:07.040Z,2659c14ffc301c5d4301620caebaf1690047f054a95b8c270e7902557b253465,eff4c1c99f64b06f02af8333e53e199390ecdf916151e8d3c8256b47ec5ca9d5,renamed-facility-pointer-label-and-roster-address,
061323,PROWERS MEDICAL CENTER,CO,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.prowersmedical.com/cms-hpt.txt,206,2026-09-09T10:07:05.372Z,,https://www.prowersmedical.com/wp-content/uploads/840584583_PROWERS-MEDICAL-CENTER_STANDARDCHARGES.csv,206,https://www.prowersmedical.com/wp-content/uploads/840584583_PROWERS-MEDICAL-CENTER_STANDARDCHARGES.csv,corroborated-adjudicated,exact-name-and-address-without-license-state,Prowers Medical Center,Prowers Medical Center,,2025-01-01,2.0.0,date-over-365-days,2026-09-09T10:07:05.176Z,153c83c89d9ada24f24cd71272612c1344f310a7555599efca2a6a5f28c7773d,f1de55815c96f0d5852df63efd721559cc57af6392f15c5cf8ad91010f73dffb,exact-name-and-address-without-license-state,Same declared date 2025-01-01 observed again after the earlier check (2026-09-09T02:26:51.813Z).
061325,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT,CO,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.pioneershospital.org/cms-hpt.txt,200,2026-09-09T10:07:05.084Z,,https://www.pioneershospital.org/wp-content/uploads/2025/10/870788731_pioneers-medical-center_shoppable.csv.csv,206,https://www.pioneershospital.org/wp-content/uploads/2025/10/870788731_pioneers-medical-center_shoppable.csv.csv,mrf-header-has-no-license-state,,,,,,,date-unverified,2026-09-09T10:07:04.950Z,fd4848422f44851defbbcd2c4f9ef57d1cc22b97debdde70f719bc75fd8df688,42f06c4e4728423011245cbad7937a66feab45866d3cbff95c1932406a55a601,,
061327,SOUTHWEST MEMORIAL HOSPITAL,CO,publisher-date-review,unresolved,,Publisher inquiry on the recorded declared date; recheck after their update window,http://www.swhealth.org/cms-hpt.txt,206,2026-09-09T10:07:05.244Z,,https://secure.claraprice.net/price-transparency/5f7b80d31f/machine-readable/841337350_southwest-health-system_standardcharges.json,200,https://secure.claraprice.net/price-transparency/5f7b80d31f/machine-readable/841337350_southwest-health-system_standardcharges.json,mrf-header-has-no-license-state,,Southwest Health System,,,,,date-unverified,2026-09-09T10:07:05.757Z,6f89b009e6ffdb9f1d1ca821f096b4f3f348819f596d6443012cee415c28bde7,fa466e6912371080da0ea6911cc4079c0b9b4614c5eda7d66af4a619facda75c,,
061343,KEEFE MEMORIAL HOSPITAL,CO,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://keefemh.org/cms-hpt.txt,206,2026-09-09T10:07:05.202Z,,https://keefemh.org/wp-content/uploads/2025/07/472340447_keefe-memorial-health-service-district_standardcharges.csv,206,https://keefemh.org/wp-content/uploads/2025/07/472340447_keefe-memorial-health-service-district_standardcharges.csv,corroborated,file-name-and-address,Keefe Memorial Health Service District,Keefe Memorial Hospital,CO,2025-06-30,2.0.0,date-over-365-days,2026-09-09T10:07:05.421Z,6f31f5acfb2ea4f05e0dd146e20ed80e1debed1b538bcd2b3584a7d007e87430,5ba5fc7280f0809574ea5e6fcc67a238c7e974b98bbf3e7d147a96d21ce261d9,,Same declared date 2025-06-30 observed again after the earlier check (2026-09-09T01:47:50.518Z).
063303,CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,CO,identity-or-format-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://www.childrenscolorado.org/cms-hpt.txt,206,2026-09-09T10:07:05.442Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8432/840166760-1336245828_childrens-hospital-colorado_standardcharges.csv,206,https://sthpiprd.blob.core.windows.net/machine-readable-files/8432/840166760-1336245828_childrens-hospital-colorado_standardcharges.csv,other-facility,,Childrens Hospital Colorado,Children's Hospital Colorado Anschutz Medical Campus,CO,2026-04-17,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:05.520Z,c187b881d9334b4cd86515ceb4387aa5fdea6fa316956b1e67f0ef0bfc1263c3,c17a9aafeb91806ee7e5d4778bcc986dfbec345f68f64ba27eeb41a44e77d020,,
070010,BRIDGEPORT HOSPITAL,CT,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.bridgeporthospital.org/BHAssets/cms-hpt.txt,206,2026-09-09T10:07:05.587Z,,https://www.bridgeporthospital.org/404,404,,,,,,,,,,2026-09-09T10:07:05.817Z,0fc482dd0e90d02f2892b036182c940ae48c2a922c9d11124018fab4163d18b9,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
070022,YALE-NEW HAVEN HOSPITAL,CT,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.ynhh.org/YNHHAssets/cms-hpt.txt,206,2026-09-09T10:07:05.659Z,,https://www.ynhh.org/404,404,,,,,,,,,,2026-09-09T10:07:05.853Z,adbf359f1f77f57d38cb6830d4c635aaaf942c9d370b9c33c9d782ceb3f80c5c,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
070025,HARTFORD HOSPITAL,CT,metadata-or-pointer-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",,,,,https://hartfordhealthcare.org/file%20library/price%20data/060646668_hartford_hospital_standardcharges.csv,200,https://hartfordhealthcare.org/file%20library/price%20data/060646668_hartford_hospital_standardcharges.csv,corroborated,file-name-and-address,HARTFORD HOSPITAL,HARTFORD HOSPITAL,CT,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:06.775Z,,3773a79d0051fa58d52602a790a318a7cb39101e470e9a4de5a7327961b6042f,,
070036,JOHN DEMPSEY HOSPITAL OF THE UNIVERSITY OF CONNECT,CT,file-access-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://health.uconn.edu/cms-hpt.txt,206,2026-09-09T10:07:05.551Z,,https://uconnhealth.pt.panaceainc.com/MRFDownload/uconnhealth/uconnhealth,200,https://mrf.panaceainc.com/Download.aspx?org=uconnhealth&loc=uconnhealth&ref=,mrf-header-does-not-match-unresolved-roster,,State of Connecticut,John Dempsey Hospital,CT,2026-07-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:06.173Z,7dfcefd95ca4ef8e6790dab64e5a3d9da3ccd21cabc63992008949365681fc94,3111dd3411303756d96b0c0bf0e29e2d050a5d41f6ce7c6d7cd2101d7a7ecf4e,,
074016,MASONICARE HEALTH CENTER,CT,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.masonicare.org/cms-hpt.txt,206,2026-09-09T10:07:05.840Z,,https://www.masonicare.org/download_file/view/1743/1,206,https://www.masonicare.org/application/files/5717/3637/4840/060611531_masonicare-health-center_standardcharges.csv,mrf-header-name-without-location,,Masonicare Health Center,Masonicare Health Center ,CT,2025-01-01,2.0.0,date-over-365-days,2026-09-09T10:07:06.208Z,9f2565af1132c85ab1f4bd23e53551384fd3e665e4742fc207179159afab6445,5f27608ac84c96acb4bf81e712a4a2d372c7cfaac7e2d415ffe6d2979b3cdf53,,
084004,DOVER BEHAVIORAL HEALTH SYSTEM,DE,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://doverbehavioral.com/cms-hpt.txt,403,2026-09-09T11:41:18.595Z,,,,,,,,,,,,,,,,,
084005,SUN BEHAVIORAL DELAWARE LLC,DE,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://sundelaware.com/cms-hpt.txt,"curl: (28) Resolving timed out after 8004 milliseconds
",2026-09-09T11:41:10.924Z,,,,,,,,,,,,,,,,,
090005,SIBLEY MEMORIAL HOSPITAL,DC,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://hopkinsmedicine.org/cms-hpt.txt,403,2026-09-09T11:36:09.468Z,,,,,,,,,,,,,,,,,
090008,UNITED MEDICAL CENTER,DC,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://dhcf.dc.gov/cms-hpt.txt,404,2026-09-09T11:40:55.648Z,,,,,,,,,,,,,,,,,
094004,PSYCHIATRIC INSTITUTE OF WASHINGTON,DC,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://psychinstitute.com/cms-hpt.txt,403,2026-09-09T11:41:18.615Z,,,,,,,,,,,,,,,,,
100012,LEE MEMORIAL HOSPITAL,FL,file-access-review,correction-verified,,Applied to the local reviewed ledger,https://www.leehealth.org/cms-hpt.txt,206,2026-09-09T10:07:05.892Z,https://www.leehealth.org/machine-readable-files-lh-2026/99-2646504_LEE-MEMORIAL-HOSPITAL_standardcharges_20260401.zip,https://www.leehealth.org/machine-readable-files-lh-2026/99-2646504_LEE-MEMORIAL-HOSPITAL_standardcharges_20260401.zip,206,https://www.leehealth.org/machine-readable-files-lh-2026/99-2646504_LEE-MEMORIAL-HOSPITAL_standardcharges_20260401.zip,corroborated,file-name-and-address,LEE MEMORIAL HOSPITAL,LEE MEMORIAL HOSPITAL,FL,2026-03-26,3.0.0,date-within-365-days-version-3,2026-09-09T14:41:44.953Z,2c6f52c6fd412c5f19e1639bbc0c1c7210c06b0226fd69c79a7d205d0288885e,59421d767bacde51501024c53fb4fe270720e00c20e3f1612185b46d84a1496c,,Correction verified and already recorded in the reviewed ledger.
100029,NORTH SHORE MEDICAL CENTER,FL,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://northshoremc.org/cms-hpt.txt,200,2026-09-09T10:07:05.978Z,,https://northshoremc.org/pricetransparency/995020733_NorthShoreMedicalCenter_standardcharges.csv,206,https://northshoremc.org/pricetransparency/995020733_NorthShoreMedicalCenter_standardcharges.csv,corroborated,file-name-and-address,HSA NSMC LLC,North Shore Medical Center,FL,2025-02-21,2.0.0,date-over-365-days,2026-09-09T10:07:06.342Z,61fc4bbc21aa1918696c94dfe5888c29ace0884357434569411c4a2f438cbc5c,15579c5b9e13d7e952512e01c660fdb900c5843dd7a80990026102f2b9eced9c,,Same declared date 2025-02-21 observed again after the earlier check (2026-09-09T01:47:59.636Z).
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,identity-or-format-review,correction-verified,,Applied to the local reviewed ledger,https://my.clevelandclinic.org/cms-hpt.txt,206,2026-09-09T10:07:06.219Z,https://clevelandclinic.pt.panaceainc.com/MRFDownload/clevelandclinic/martin-north-south-tradition,https://clevelandclinic.pt.panaceainc.com/MRFDownload/clevelandclinic/martin-north-south-tradition,200,https://mrf.panaceainc.com/Download.aspx?org=clevelandclinic&loc=martin-north-south-tradition&ref=,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,MARTIN MEMORIAL MEDICAL CENTER INC,Martin North Hospital|Martin South Hospital|Tradition Hospital,FL,2026-06-15,3.0.0,date-within-365-days-version-3,2026-09-09T10:45:20.882Z,8a7102fb70f59674a7740c0b54b46f9b69a0a7ac640d3e453017f9db332e1aae,d25b63c95a9ea742eab9836fec1dc73c1bdcd05ceee5efd506ed7dd3ed1f5a1b,renamed-facility-pointer-label-and-roster-address,Correction verified and already recorded in the reviewed ledger.
100053,HIALEAH HOSPITAL,FL,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://hialeahhosp.org/cms-hpt.txt,200,2026-09-09T10:07:06.200Z,,https://hialeahhosp.org/pricetransparency/995053647_HialeahHospital_standardcharges.csv,206,https://hialeahhosp.org/pricetransparency/995053647_HialeahHospital_standardcharges.csv,corroborated,file-name-and-address,HSA HH LLC,Hialeah Hospital,FL,2025-02-21,2.0.0,date-over-365-days,2026-09-09T10:07:06.693Z,0dd69ca1f9215c863aea66d226547021b199d5931039fab610c9c766bb2a6466,7e7837cd20a49d11bbf62a35b98fcdb2cdf3ebfc400badc8119a57169a51d95e,,Same declared date 2025-02-21 observed again after the earlier check (2026-09-09T01:47:57.201Z).
100067,ST ANTHONYS HOSPITAL,FL,file-access-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://baycare.org/cms-hpt.txt,206,2026-09-09T10:07:06.274Z,,https://baycare.org/-/media/project/baycare/consumer-portal/billing-and-insurance/pricing-files-compressed/475387418_bartowregionalmedicalcenter_standardcharges.zip,206,https://baycare.org/-/media/project/baycare/consumer-portal/billing-and-insurance/pricing-files-compressed/475387418_bartowregionalmedicalcenter_standardcharges.zip,other-facility,,Bartow Regional Medical Center,Bartow Regional Medical Center,FL,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:43:55.850Z,9e98171b0128f9f9014f3d26f25372f18f19943bc32c89d84a577ebd034c329f,96a40f37a7e302d6625a3eee08e9854616992fb24475912519436215c1f3effd,,
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,file-access-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://www.tgh.org/cms-hpt.txt,200,2026-09-09T10:07:06.477Z,,https://www.tgh.org/-/media/files/patients-and-visitors/593458145_tampa-general-hospital_standardcharges.csv?rev=7c310c7c008b4517a240a5892e37ed20,206,https://www.tgh.org/-/media/files/patients-and-visitors/593458145_tampa-general-hospital_standardcharges.csv?rev=7c310c7c008b4517a240a5892e37ed20,other-facility,,Tampa General Hospital,Tampa General Hospital,FL,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:43:54.347Z,b3fd16fb7d5520056fb83359205088cddc06ebcdee9c07e7272c8dfe9ef06af4,23bc273c6bb309c9c299b5c10a61a3f0fac50fd16e8898f6cc623fe3a5d3b9dc,,
100090,FLAGLER HOSPITAL,FL,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://flaglerhealth.org/cms-hpt.txt,"curl: (28) Operation timed out after 11641 milliseconds with 0 bytes received
",2026-09-09T11:36:21.683Z,,,,,,,,,,,,,,,,,
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,FL,file-access-review,correction-verified,,Applied to the local reviewed ledger,https://my.clevelandclinic.org/cms-hpt.txt,206,2026-09-09T10:07:06.219Z,https://clevelandclinic.pt.panaceainc.com/MRFDownload/clevelandclinic/indianriver,https://clevelandclinic.pt.panaceainc.com/MRFDownload/clevelandclinic/indianriver,200,https://mrf.panaceainc.com/Download.aspx?org=clevelandclinic&loc=indianriver&ref=,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,INDIAN RIVER MEMORIAL HOSPITAL INC,Indian River Hospital,FL,2026-06-15,3.0.0,date-within-365-days-version-3,2026-09-09T10:45:06.868Z,8a7102fb70f59674a7740c0b54b46f9b69a0a7ac640d3e453017f9db332e1aae,0ed71f9c6c5dc013afa524b2aa37b745540377ced2f8be5da28a5848951d75a4,renamed-facility-pointer-label-and-roster-address,Correction verified and already recorded in the reviewed ledger.
